Title,Link,Body,Date,Notes,Author,Positive Score,Negative Score,Neutral Score,
"Google cautions against 'hallucinating' chatbots, report says",https://www.reuters.com/technology/google-cautions-against-hallucinating-chatbots-report-2023-02-11/,"The boss of Google's search engine warned against the pitfalls of artificial intelligence in chatbots in a newspaper interview published on Saturday, as Google parent company Alphabet (GOOGL.O) battles to compete with blockbuster app ChatGPT. ""This kind of artificial intelligence we're talking about right now can sometimes lead to something we call hallucination,"" Prabhakar Raghavan, senior vice president at Google and head of Google Search, told Germany's Welt am Sonntag newspaper. ""This then expresses itself in such a way that a machine provides a convincing but completely made-up answer,"" Raghavan said in comments published in German. One of the fundamental tasks, he added, was keeping this to a minimum. Google has been on the back foot after OpenAI, a startup Microsoft (MSFT.O) is backing with around $10 billion, in November introduced ChatGPT, which has since wowed users with its strikingly human-like responses to user queries. Alphabet Inc introduced Bard, its own chatbot, earlier this week, but the software shared inaccurate information in a promotional video in a gaffe that cost the company $100 billion in market value on Wednesday. Alphabet, which is still conducting user testing on Bard, has not yet indicated when the app could go public. ""We obviously feel the urgency, but we also feel the great responsibility,"" Raghavan said. ""We certainly don't want to mislead the public.""",2/10,,,0.2990768254,0.4635334909,0.2373897433,-0.1644566655
"Hanwang, bellwether of Chinese ChatGPT frenzy, under regulatory scrutiny",https://www.reuters.com/technology/hanwang-bellwether-chinese-chatgpt-frenzy-says-big-shareholders-sold-stakes-2023-02-10/,"The Shenzhen Stock Exchange said on Friday it had put Hanwang Technology Co Ltd (002362.SZ), widely seen as a bellwether of Chinese ChatGPT-concept stocks, on its ""focus watch list"" following recent ""abnormal"" gains in its share price. The move comes after Chinese state media on Thursday cautioned against risks in chasing local ChatGPT-concept stocks and as Hanwang on Friday flagged earnings risks. Shares of Hanwang and other Chinese developers of artificial intelligence (AI) products and services have surged as a global frenzy around the Microsoft (MSFT.O)-backed ChatGPT chatbot spurred speculative bets on revolutionary AI computing technology. ChatGPT, a chatbot developed by U.S. firm OpenAI, gives strikingly human-like responses to user queries. Hanwang uses natural language processing (NLP) and human-machine interaction technology among others to provide ChatGPT-style products to specific areas such as finance, legal and government administration. Hanwang's shares slumped nearly 6% on Friday after the company flagged business, trading, and earnings risks at the request of the Shenzhen bourse and disclosed that several major shareholders had reduced their stakes. Still, the stock is up 65% so far this month. If a stock is put on the exchange's ""focus watch list"", it allows regulators to potentially demand fresh disclosures, impose restrictions on trading, or investigate related securities accounts for suspected misbehaviours if required. The regulatory scrutiny on Hanwang could further cool the frenzy around the technology that had pumped up shares in Chinese AI companies such as Beijing Haitian Ruisheng Science Technology Ltd (688787.SS) and CloudWalk Technology Co Ltd (688327.SS). In its exchange filing, Hanwang said its NLP technology is still small and nascent, and faces numerous uncertainties ahead. In addition, the company expects an annual loss of up to 140 million yuan ($20.57 million) for 2022. ""We advise investors to invest rationally, refrain from speculating, and pay attention to investment risk,"" Hanwang said. The company also disclosed share sales by its major shareholders this month. Henan Yellow River Computer System Co Ltd, a top 10 shareholder, sold 2.6 million Hanwang shares between Jan. 30 and Feb. 7, Hanwang said. Tongfang Investment sold 3.4 million shares during the period, while Juneng Capital Management offloaded 1.2 million shares, the company added.",2/10,,,0.2514133453,0.6101467609,0.1384398341,-0.3587334156
"ChatGPT, other AI models to disrupt Indian IT firms - JPM",https://www.reuters.com/technology/chatgpt-other-ai-models-disrupt-indian-it-firms-jpm-2023-02-10/,"Generative AI models such as ChatGPT will slow down market share gains and deflate pricing for Indian IT companies in the short term, analysts at J.P.Morgan said on Friday. As generative AI is implemented more broadly, consulting firms like Accenture and Deloitte and will gain market share over Indian IT firms like Infosys Ltd (INFY.NS) and Wipro Ltd (WIPR.NS) in the near term, analysts at the brokerage said in a note to clients. Generative AI can be a ""deflation driver"" in the near term on legacy services as they compete on pricing, necessitate staff retraining and drive loss of competitiveness, they added. ""ChatGPT is likely to deflate legacy services the most and application services the least."" Artificial intelligence company OpenAI's chatbot has dazzled amateurs and industry experts with its ability to spit out haikus, debug code and answer questions while imitating human speech, helping it attract a $10 billion investment from Microsoft Inc (MSFT.O) earlier this month. Since then, other large tech companies like Alphabet Inc (GOOGL.O) and China's Baidu Inc (9888.HK) have rushed to announce their own in-house developments of generative AI. JPM said that among Indian IT companies, Infosys and Tata Consultancy Services (TCS.NS) might retrain staff faster than smaller peers due to their better graduate hiring and training infrastructure.",2/10,,,0.2997292876,0.5482923985,0.1519783586,-0.2485631108
Microsoft co-founder Bill Gates: ChatGPT 'will change our world',https://www.reuters.com/technology/microsoft-co-founder-bill-gates-chatgpt-will-change-our-world-2023-02-10/,"Microsoft co-founder Bill Gates believes ChatGPT, a chatbot that gives strikingly human-like responses to user queries, is as significant as the invention of the internet, he told German business daily Handelsblatt in an interview published on Friday. ""Until now, artificial intelligence could read and write, but could not understand the content. The new programs like ChatGPT will make many office jobs more efficient by helping to write invoices or letters. This will change our world,"" he said, in comments published in German. ChatGPT, developed by U.S. firm OpenAI and backed by Microsoft Corp (MSFT.O), has been rated the fastest-growing consumer app in history.",2/10,,,0.4793118834,0.3972026408,0.1234854162,0.08210924268
"Chinese state media, AI companies warn of risks in ChatGPT stock frenzy",https://www.reuters.com/technology/chinese-state-media-ai-companies-warn-risks-chatgpt-stock-frenzy-2023-02-09/,"Chinese state media on Thursday cautioned against risks in chasing local ChatGPT-concept stocks, while domestic artificial intelligence (AI) companies urged investors to be rational after their soaring share prices caught regulators' attention. ChatGPT, a chatbot developed by U.S. firm OpenAI and backed by Microsoft Corp (MSFT.O), gives strikingly human-like responses to user queries. Frenzy around the technology launched at November-end has seen shares of Beijing Haitian Ruisheng Science Technology Ltd (688787.SS) soar 217% this year. Hanwang Technology Co Ltd (002362.SZ) has risen as much as 129% as of Wednesday, CloudWalk Technology Co Ltd (688327.SS) 128% and TRS Information Technology Co Ltd (300229.SZ) 66%. The stocks retreated on Thursday after the state media warning as well as a slump in Alphabet Inc (GOOGL.O) shares that wiped out $100 billion in market value after the Google parent's ChatGPT rival shared inaccurate information. read more In a front-page editorial, the Securities Times highlighted several technological concepts that previously spurred stock buying in China - such as fifth-generation telecommunications networks (5G), augmented reality (AR), virtual reality (VR) and anti-virus garments - the excitement for which has died down. Though some hotly chased concepts have been successful, ""many more new ideas haven't been commercialised, or require more time to prove,"" the state-backed newspaper said. ""However, some people avidly speculate on fake concepts, luring others into schemes of pumps and dumps. Investors eventually end up in tears so they should not follow."" Companies developing ChatGPT-like concepts have also flagged risks at the request of regulators after their prices shot up amid intense interest in generative AI - technology that can generate new data and media such as text and images. Beijing Haitian Ruisheng Science Technology said its ChatGPT-style products and services do not yet generate revenue, and that it has no relationship with OpenAI. Though such technology ""is on a long-term uptrend, we need to analyse its speed of growth, and effect, in a cool-headed way,"" it said in a filing in response to queries from the Shanghai Stock Exchange. The company said it expects a roughly 50% slump in 2022 net profit, and admonished investors to be cautious as its valuation is currently much higher than the industry average. 360 Security Technology Co Inc (601360.SS), in response to regulators' queries, said its self-developed ChatGPT-related technology is still at a nascent stage and is used only internally as a productivity tool. It is uncertain about when it can market ChatGPT-style products, and how effective they will be, so ""we advise investors to pay attention to market trading risks, decide rationally, and invest cautiously."" Among deep-pocketed Chinese firms joining the latest chatbot race, e-commerce leader Alibaba Group Holding Ltd (9988.HK), on Wednesday said it is developing a ChatGPT-style tool, while rival JD.com Inc (9618.HK) said it aims to integrate ChatGPT-like technology into some products. Gaming major NetEase Inc (9999.HK), plans to deploy similar ""large language model"" technology in its education business, a person familiar with the matter told Reuters.",2/8,,,0.1258039325,0.713463366,0.1607327312,-0.5876594335
Alphabet shares dive after Google AI chatbot Bard flubs answer in ad,https://www.reuters.com/technology/google-ai-chatbot-bard-offers-inaccurate-information-company-ad-2023-02-08/,"Alphabet Inc (GOOGL.O) lost $100 billion in market value on Wednesday after its new chatbot shared inaccurate information in a promotional video and a company event failed to dazzle, feeding worries that the Google parent is losing ground to rival Microsoft Corp (MSFT.O). Alphabet shares slid as much as 9% during regular trading with volumes nearly three times the 50-day moving average. They pared losses after hours and were roughly flat. The stock had lost 40% of its value last year but rallied 15% since the beginning of this year, excluding Wednesday's losses. Reuters was first to point out an error in Google's advertisement for chatbot Bard, which debuted on Monday, about which satellite first took pictures of a planet outside the Earth's solar system. Google has been on its heels after OpenAI, a startup Microsoft is backing with around $10 billion, introduced software in November that has wowed consumers and become a fixation in Silicon Valley circles for its surprisingly accurate and well-written answers to simple prompts. Google's live-streamed presentation on Wednesday morning did not include details about how and when it would integrate Bard into its core search function. A day earlier, Microsoft held an event touting that it had already released to the public a version of its Bing search with ChatGPT functions integrated. Bard's error was discovered just before the presentation by Google, based in Mountain View, California. ""While Google has been a leader in AI innovation over the last several years, they seemed to have fallen asleep on implementing this technology into their search product,"" said Gil Luria, senior software analyst at D.A. Davidson. ""Google has been scrambling over the last few weeks to catch up on Search and that caused the announcement yesterday (Tuesday) to be rushed and the embarrassing mess up of posting a wrong answer during their demo."" Microsoft shares rose around 3% on Wednesday, and were flat in post-market trading. Alphabet posted a short GIF video of Bard in action via Twitter, promising it would help simplify complex topics, but it instead delivered an inaccurate answer. In the advertisement, Bard is given the prompt: ""What new discoveries from the James Webb Space Telescope (JWST) can I tell my 9-year old about?"" Bard responds with a number of answers, including one suggesting the JWST was used to take the very first pictures of a planet outside the Earth's solar system, or exoplanets. The first pictures of exoplanets were, however, taken by the European Southern Observatory's Very Large Telescope (VLT) in 2004, as confirmed by NASA. ""This highlights the importance of a rigorous testing process, something that we're kicking off this week with our Trusted Tester program,"" a Google spokesperson said. ""We'll combine external feedback with our own internal testing to make sure Bard's responses meet a high bar for quality, safety and groundedness in real-world information."" FORMIDABLE COMPETITOR Alphabet is coming off a disappointing fourth quarter as advertisers cut spending. The search and advertising giant is moving quickly to keep pace with OpenAI and rivals, reportedly bringing in founders Sergey Brin and Larry Page to accelerate its efforts. ""People are starting to question is Microsoft going to be a formidable competitor now against Google's really bread-and-butter business,"" said King Lip, chief strategist at Baker Avenue Wealth Management, which owns Alphabet and Microsoft shares. Lip cautioned, though, that concerns about Alphabet may be overblown, saying: ""I think still Bing is a far, far cry away from Google's search capabilities."" The new ChatGPT software has injected excitement into technology firms after tens of thousands of job cuts in recent weeks and executive pledges to pare back on so-called moonshot projects. AI has become a fixation for tech executives who have mentioned it as much as six times more often on recent earnings calls than in prior quarters, Reuters found. The appeal of AI-driven search is that it could spit out results in plain language, rather than in a list of links, which could make browsing faster and more efficient. It remains unclear what impact that might have on targeted advertising, the backbone of search engines like Google. Chatbot AI systems also carry risks for corporations because of inherent biases in their algorithms that can skew results, sexualize images or even plagiarize, as consumers testing the service have discovered. Microsoft, for instance, released a chatbot on Twitter in 2016 that quickly began generating racist content before being shut down. And an AI used by news site CNET was found to produce factually incorrect or plagiarized stories. At the time of writing, the Bard ad had been viewed on Twitter more than a million times.",2/8,,,0.09089992195,0.7829669118,0.1261332035,-0.6920669898
Alibaba tests ChatGPT-style tool as AI buzz intensifies,https://www.reuters.com/technology/alibaba-says-it-is-developing-chatgpt-ai-tool-2023-02-08/,"Alibaba Group (9988.HK), on Wednesday said it is developing a ChatGPT-style tool that is currently in internal testing, joining a race by tech companies globally to show they are up to speed on generative artificial intelligence (AI) developments. The Chinese e-commerce group's statement came after the 21st Century Herald newspaper reported that Alibaba is developing a ChatGPT-like dialogue robot which is currently open to employees for testing. When asked about the newspaper report, which also said that Alibaba might combine the technology with the group’s communication app DingTalk, Alibaba declined to comment. The company said it had been focused on large language models and generative AI for a number of years. Large language models are natural language processing systems which are trained on massive volumes of text, and are capable of answering and comprehending questions as well as generating new text. Alibaba's U.S.-listed shares rose 3.2% premarket after the news. Shares in a number of other Chinese AI technology companies have soared in the past few days due to investor excitement over Open.Ai's ChatGPT, which can generate articles, essays and jokes in response to prompts and has been rated the fastest-growing consumer app in history. Shares in Chinese search engine giant Baidu (9988.HK) jumped by 15% on Tuesday after it said it planned to complete testing of its ""Ernie bot"" in March. Google owner Alphabet Inc (GOOGL.O) is also planning its own chatbot service and said it will use more artificial intelligence for its search engine. Microsoft (MSFT.O), which owns Open.AI, plans to tie ChatGPT in with its search engine Bing. On Wednesday, another Chinese tech group JD.com (9618.HK), said it was looking to integrate some methods and technology similar to ChatGPT's into some of its products, such as its e-commerce platform's customer service. A source familiar with NetEase (9999.HK), told Reuters that the Chinese gaming company plans to deploy similar large language models technology to serve its education business.",2/8,,,0.3551429808,0.4526214004,0.1922355741,-0.09747841954
China's JD.com plans to integrate ChatGPT methods into its product services,https://www.reuters.com/technology/chinas-jdcom-plans-integrate-chatgpt-into-its-product-services-2023-02-08/,"Chinese e-commerce company JD.Com (9618.HK) plans to integrate ChatGPT methods and technical points into its product services, it said on Wednesday. Rival Alibaba Group (9988.HK) is also developing a ChatGPT-style artificial intelligence (AI) tool that it said was undergoing internal testing.",2/8,,,0.4484515488,0.325158298,0.226390183,0.1232932508
Explainer: Bard vs ChatGPT: What do we know about Google's AI chatbot?,https://www.reuters.com/technology/bard-vs-chatgpt-what-do-we-know-about-googles-ai-chatbot-2023-02-07/,"Alphabet Inc (GOOGL.O) and rival Microsoft (MSFT.O) are once again locked in a race to rule the internet zeitgeist after the Google owner launched ""Bard"" in answer to AI chatbot sensation ChatGPT. Just minutes after Google announced the launch of Bard on Monday, Microsoft said it would hold an event at its Redmond headquarters to reveal its own AI, potentially setting the stage for the next Chrome-versus-Internet Explorer or Gmail-versus-Hotmail. Microsoft-backed OpenAI's ChatGPT has taken the tech world by storm since it was opened for public use last year, as people worldwide got creative with prompts that the conversational chatbot uses to create everything from poems and novels to jokes and film scripts. The artificial intelligence service could change how consumers search for information or create content on command and free up time for white-collar workers. Here are some key differences between Bard and ChatGPT: WHAT DO THEY DO? The services that Google's Bard and ChatGPT would offer are similar. Users will have to key in a question, a request or give a prompt to receive a human-like response. Microsoft and Google plan to embed AI tools to bolster their search services Bing and Google Search, which account for a big chunk of revenue. HOW ARE THEY DIFFERENT? Both technologies can distill complex information and multiple perspectives into easy-to-digest formats, but the most apparent difference is Bard's ability to include recent events in the responses. Though not immediately clear how the two services will differ, it is certain that Alphabet's Bard will have access to more data. Bard draws on information from the internet, while ChatGPT has access to data until 2021. LAMDA VERSUS GPT Bard is based on LaMDA, short for Language Model for Dialogue Applications. The AI generated text with such skill that a company engineer last year called it sentient, a claim the technology giant and scientists widely dismissed. OpenAI's GPT, or Generative Pre-trained Transformer, was first released in 2020, and the GPT 3.5 series of language models that finished training in early 2022 is the backbone of ChatGPT. ""ChatGPT sometimes writes plausible-sounding but incorrect or nonsensical answers,"" Open AI said in a blog post. WHEN WILL BARD BE AVAILABLE? While OpenAI made a free research preview of ChatGPT available for public use on Nov. 30 last year, Bard is currently only open to a group of testers. Alphabet CEO Sundar Pichai said in a blog post that the conversational AI service will be made widely available in the coming weeks. ARE THERE OTHER ALTERNATIVES? In the two months after ChatGPT's launch, a number of tech companies have doubled down on generative AI technology, while a number of startups are independently working on their own projects. Baidu, China's answer to Google, is the latest company to join the frenzy. Its AI is called Ernie.",2/7,,,0.1852662116,0.6304051876,0.1843286008,-0.445138976
Baidu to finish testing ChatGPT-style project 'Ernie Bot' in March; shares rally,https://www.reuters.com/technology/chinas-baidu-finish-testing-chatgpt-style-project-ernie-bot-march-2023-02-07/,"China's Baidu Inc (9888.HK) said on Tuesday it would complete internal testing of a ChatGPT-style project called ""Ernie Bot"" in March, as interest in generative artificial intelligence (AI) gathers steam. The search engine giant's Hong Kong-listed shares closed up 15.3% on Tuesday, while its U.S shares climbed 11.2% in morning trade. A flurry of Chinese AI stocks also rallied, as the global frenzy around the Microsoft-backed (MSFT.O) chatbot sensation ChatGPT spurred speculative bets on the new technology. Just two months after its launch, ChatGPT - which can generate articles, essays, jokes and even poetry in response to prompts - has been rated the fastest-growing consumer app in history. It has prompted many tech firms to double down on the heavily hyped generative AI technology, which until recently existed more in the background than as a solid contributor to the bottom line. Google owner Alphabet Inc (GOOGL.O) said on Monday it would launch a chatbot service and more AI for its search engine, while Microsoft plans its own AI reveal on Tuesday, underscoring growing rivalry to lead a new wave of computing. Baidu, China's answer to Google, joined the frenzy on Tuesday. It said Ernie，or ""Enhanced Representation through Knowledge Integration,"" is a large AI-powered language model introduced in 2019, and has gradually grown to be able to perform tasks including language understanding, language generation, and text-to-image generation. A person familiar with the matter told Reuters last week that Baidu was planning to launch such a service in March. The person said Baidu aims to make the service available as a standalone application and gradually merge it into its search engine by incorporating chatbot-generated results when users make search requests. ChatGPT and key Google services are not available in China, although some users have found workarounds to access such tools. Beijing-based Baidu has been a first mover in China on other tech trends. In late 2021, when the metaverse became a new buzzword, the company launched ""XiRang"" which it described as China's first metaverse platform. The platform however was widely panned for not offering a high-level, immersive experience and Baidu said it was a work in progress. The company has been investing heavily in AI technology, including in cloud services, chips and autonomous driving, as it looks to diversify its revenue sources.",2/7,,,0.418735981,0.4377439916,0.1435200274,-0.01900801063
ChatGPT mania pumps up Chinese AI technology stocks,https://www.reuters.com/markets/asia/chatgpt-mania-pumps-up-chinese-ai-technology-stocks-2023-02-07/,"Chinese artificial intelligence stocks are the latest rage in mainland markets as the global frenzy around the Microsoft-backed ChatGPT chatbot spurs speculative bets on the revolutionary computing technology. Just two months after its launch, ChatGPT - which can generate articles, essays, jokes and even poetry in response to prompts - has been rated the fastest-growing consumer app in history. That has pushed Google owner Alphabet Inc (GOOGL.O) to plan its own chatbot service and using more artificial intelligence for its search engine. While ChatGPT is not accessible in China, mainland investors are still pumping up the shares of AI technology companies such as Hanwang Technology Co (002362.SZ), TRS Information Technology Co (300229.SZ) and Cloudwalk Technology Co (688327.SS). The CSI AI Industry Index (.CSI931071), which includes larger capitalized companies such as iFlytek Co (002230.SZ), is up about 17% this year, outperforming the benchmark CSI300 Index's (.CSI300) 6% rise. To be sure, there is no indication that these AI companies are close to pushing out a ChatGPT-like product. The closest seems to be search engine giant Baidu Inc (9888.HK) with plans to complete testing of its ""Ernie bot"" in March. Its shares surged more than 15% on Tuesday after making the announcement. ""The industry as a whole tends to first speculate on expectations before only later trading on actual results,"" said Zhang Kexing, general manager of Beijing Gelei Asset Management. Shares of Hanwang Technology, which makes products that enable intelligent interactions, jumped by their daily limit of 10% on Tuesday, the seventh consecutive session it has reached that limit since markets reopened from the Lunar New Year holiday, boosting prices by more than 60% so far in February. The company expects to report an annual loss for 2022 but believes it has an edge over an interface like ChatGPT because its model can produce more precise results for clients. Cloudwalk shares retreated 5.5% on Tuesday, but have nearly doubled in the seven trading days since the Lunar New Year holidays. On Tuesday, the company cautioned investors, saying its losses deepened in 2022, it has not cooperated with OpenAI, and has generated no revenues from ChatGPT-related services and products. Other companies that have disclosed their progress in AI technology include TRS Information Technology, and Beijing Haitian Ruisheng Science Technology Ltd (688787.SS). Their share prices have soared too. The price surge has stretched valuations. TRS for example, trades at nearly 60 times earnings, while Haitian Ruisheng's price-to-earnings ratio is more than 240. Retail investor Lu Deyong has purchased shares in TRS and iFlytek and is seeking to profit from the ChatGPT hype. ""ChatGPT is just a hot idea,"" he said. However, he doesn't think ""China can realize such a technology in the short term."" ""For us retail investors, we prefer smaller stocks with this concept to make some quick money,"" Lu said.",2/7,,,0.2507087588,0.5453024507,0.2039888054,-0.2945936918
"Google unveils ChatGPT rival Bard, AI search plans in battle with Microsoft",https://www.reuters.com/technology/google-opens-bard-chatbot-test-users-plans-more-ai-search-2023-02-06/,"Google owner Alphabet Inc (GOOGL.O) on Monday said it will launch a chatbot service and more artificial intelligence for its search engine as well as developers, an answer to Microsoft Corp (MSFT.O) in their rivalry to lead a new wave of computing. Microsoft, meanwhile, said it planned its own AI reveal for Tuesday. The cascade of news reflects how Silicon Valley is anticipating massive change from so-called generative AI, technology that can create prose or other content on command and free up white-collar workers' time. The ascent of ChatGPT, a chatbot from Microsoft-backed OpenAI that could disrupt how consumers search for information, has been one of the biggest challenges to Google in recent memory. In a blog post, Alphabet Chief Executive Sundar Pichai said his company is opening a conversational AI service called Bard to test users for feedback, followed by a public release in the coming weeks. He also said Google plans to add AI features to its search engine that synthesize material for complex queries, like whether learning guitar or piano is easier. Currently, Google presents text that exists elsewhere on the Web for questions where the answer is clear. Google's update for search, the timing of which it did not disclose, reflects how the company is bolstering its service while Microsoft is doing the same for Bing, embedding OpenAI's capabilities in it. Microsoft has said it plans to imbue AI into its all its products and on Tuesday plans to brief news outlets on developments it did not specify, with its CEO Satya Nadella, according to an invitation seen by Reuters. Sam Altman, the CEO of OpenAI, tweeted that he would also attend the event. How Google aims to differentiate Bard from OpenAI's ChatGPT was unclear. Pichai said the new service draws on information from the internet; ChatGPT's knowledge is up to date as of 2021. ""Bard seeks to combine the breadth of the world's knowledge with the power, intelligence and creativity of our"" AI, Pichai said. Behind the new chatbot is LaMDA, Google's AI that generated text with such skill that a company engineer last year called it sentient, a claim the technology giant and scientists widely dismissed. In a demo of the service, Bard like its rival chatbot invites users to give it a prompt while warning its response may be inappropriate or inaccurate. It then bulleted three answers to a query about a space telescope's discoveries, the demo showed. Google is relying on a version of LaMDA that requires less computing power so it can serve more users and improve with their feedback, Pichai said. ChatGPT at times has turned away users because of explosive growth, with UBS analysts reporting it had 57 million unique visitors in December outpacing potentially TikTok in adoption. Google also plans to give technology tools, first powered by LaMDA and later by other AI, to creators and enterprises starting next month, Pichai said.",2/6,,,0.2426251322,0.6102789044,0.1470959336,-0.3676537722
AI stocks rally in latest Wall Street craze sparked by ChatGPT,https://www.reuters.com/technology/ai-stocks-rally-latest-wall-street-craze-sparked-by-chatgpt-2023-02-06/,"Shares of C3.ai Inc, BigBear.ai and SoundHound AI extended a rally on Monday as artificial intelligence becomes a new buzzword on Wall Street with the viral success of ChatGPT chatbot, attracting interest from retail punters. Software firm C3.ai (AI.N) rose 11%, analytics firm BigBear.ai (BBAI.N) jumped nearly 21% and conversation artificial intelligence company SoundHound (SOUN.O) surged 40%. Tickers for the three small-cap companies were among those that were being bandied about on the investor-focused social media platform, stocktwits.com. ""Any company that mentions ChatGPT or something about AI, sees this rally ... it's just the hot buzzword of the month,"" said Dennis Dick, a trader at Triple D Trading. The success of OpenAI's ChatGPT, which drew multi-billion dollar investment from Microsoft Corp (MSFT.O), has left investors scouring for companies that develop AI-related technologies. ChatGPT is estimated to have reached 100 million monthly active users in January, just two months after launch, making it the fastest-growing consumer application in history, according to a UBS study last week. C3.ai and SoundHound have more than doubled in value this year while BigBear.ai has surged more than 700%. The surge in prices was due to long buying as investors moved into AI stocks as opposed to any significant short covering, said Matthew Unterman, director at analytics platform S3 Partners in New York.",2/6,,,0.3770207167,0.4970003068,0.1259789169,-0.1199795902
Exclusive: ChatGPT in spotlight as EU's Breton bats for tougher AI rules,https://www.reuters.com/technology/eus-breton-warns-chatgpt-risks-ai-rules-seek-tackle-concerns-2023-02-03/,"EU industry chief Thierry Breton has said new proposed artificial intelligence rules will aim to tackle concerns about the risks around the ChatGPT chatbot and AI technology, in the first comments on the app by a senior Brussels official. Just two months after its launch, ChatGPT - which can generate articles, essays, jokes and even poetry in response to prompts - has been rated the fastest-growing consumer app in history. Some experts have raised fears that systems used by such apps could be misused for plagiarism, fraud and spreading misinformation, even as champions of artificial intelligence hail it as a technological leap. Breton said the risks posed by ChatGPT - the brainchild of OpenAI, a private company backed by Microsoft Corp (MSFT.O) - and AI systems underscored the urgent need for rules which he proposed last year in a bid to set the global standard for the technology. The rules are currently under discussion in Brussels. ""As showcased by ChatGPT, AI solutions can offer great opportunities for businesses and citizens, but can also pose risks. This is why we need a solid regulatory framework to ensure trustworthy AI based on high-quality data,"" he told Reuters in written comments. Microsoft declined to comment on Breton's statement. OpenAI - whose app uses a technology called generative AI - did not immediately respond to a request for comment. OpenAI has said on its website it aims to produce artificial intelligence that ""benefits all of humanity"" as it attempts to build safe and beneficial AI. Under the EU draft rules, ChatGPT is considered a general purpose AI system which can be used for multiple purposes including high-risk ones such as the selection of candidates for jobs and credit scoring. Breton wants OpenAI to cooperate closely with downstream developers of high-risk AI systems to enable their compliance with the proposed AI Act. ""Just the fact that generative AI has been newly included in the definition shows the speed at which technology develops and that regulators are struggling to keep up with this pace,"" a partner at a U.S. law firm, said. 'HIGH RISK' WORRIES Companies are worried about getting their technology classified under the ""high risk"" AI category which would lead to tougher compliance requirements and higher costs, according to executives of several companies involved in developing artificial intelligence. A survey by industry body appliedAI showed that 51% of the respondents expect a slowdown of their AI development activities as a result of the AI Act. Effective AI regulations should centre on the highest risk applications, Microsoft President Brad Smith wrote in a blog post on Wednesday. ""There are days when I'm optimistic and moments when I'm pessimistic about how humanity will put AI to use,"" he said. Breton said the European Commission is working closely with the EU Council and European Parliament to further clarify the rules in the AI Act for general purpose AI systems. ""People would need to be informed that they are dealing with a chatbot and not with a human being. Transparency is also important with regard to the risk of bias and false information,"" he said. Generative AI models need to be trained on huge amount of text or images for creating a proper response leading to allegations of copyright violations. Breton said forthcoming discussions with lawmakers about AI rules would cover these aspects. Concerns about plagiarism by students have prompted some U.S. public schools and French university Sciences Po to ban the use of ChatGPT.",2/3,,,0.1540431231,0.7391775846,0.1067792997,-0.5851344615
ChatGPT sets record for fastest-growing user base - analyst note,https://www.reuters.com/technology/chatgpt-sets-record-fastest-growing-user-base-analyst-note-2023-02-01/,"ChatGPT, the popular chatbot from OpenAI, is estimated to have reached 100 million monthly active users in January, just two months after launch, making it the fastest-growing consumer application in history, according to a UBS study on Wednesday. The report, citing data from analytics firm Similarweb, said an average of about 13 million unique visitors had used ChatGPT per day in January, more than double the levels of December. ""In 20 years following the internet space, we cannot recall a faster ramp in a consumer internet app,"" UBS analysts wrote in the note. It took TikTok about nine months after its global launch to reach 100 million users and Instagram 2-1/2 years, according to data from Sensor Tower. ChatGPT can generate articles, essays, jokes and even poetry in response to prompts. OpenAI, a private company backed by Microsoft Corp (MSFT.O), made it available to the public for free in late November. On Thursday, OpenAI announced a $20 monthly subscription, initially for users in the United States only. It would provide a more stable and faster service as well as the opportunity to try new features first, the company said. Analysts believe the viral launch of ChatGPT will give OpenAI a first-mover advantage against other AI companies. The growing usage, while imposing substantial computing cost on OpenAI, has also provided valuable feedback to help train the chatbot's responses. The company said the subscription revenue would help cover the computing cost. Availability of the tool has raised questions about facilitation of academic dishonesty and misinformation. Last month, Microsoft announced another multi-billion-dollar investment in OpenAI in the form of cash and provision of cloud computing.",2/2,,,0.4948290884,0.3452264965,0.1599444002,0.149602592
Microsoft rolls out ChatGPT-powered Teams Premium,https://www.reuters.com/technology/microsoft-rolls-out-chatgpt-powered-teams-premium-2023-02-02/,"Microsoft Corp (MSFT.O) on Wednesday rolled out a premium Teams messaging offering powered by ChatGPT to simplify meetings using the AI chatbot that has taken Silicon Valley by a storm. The premium service will cost $7 per month in June before increasing to $10 in July, Microsoft said. OpenAI-owned ChatGPT will generate automatic meeting notes, recommend tasks and help create meeting templates for Teams users. Microsoft, which announced a multi-billion dollar investment in OpenAI earlier this month, has said it aims to add ChatGPT's technology into all its products, setting the stage for more competition with rival Alphabet Inc's (GOOGL.O) Google. The chatbot, which can produce prose or poetry on command, is at the forefront of generative AI, a space where more and more big tech companies are funneling their resources in. ChatGPT on Wednesday announced a $20 per-month subscription plan, which will let subscribers receive access to faster responses and priority access to new features and improvements.",2/1,,,0.6216899753,0.2218710929,0.1564389169,0.3998188823
